pid,url,title,petitioner,suburb,close_date,signatures,status,active_transport_any,cycling,pedestrian,traffic_calming,speed_limit,pedestrian_crossing,road_safety,active_transport_general,parking,traffic_congestion,road_upgrade,public_transport,parks_green_space,trees_vegetation,flooding_drainage,development_planning,community_facilities,dogs_animals,noise_amenity,petition_body_excerpt,council_response_excerpt
1,https://epetitions.brisbane.qld.gov.au/petition/view/pid/1,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
2,https://epetitions.brisbane.qld.gov.au/petition/view/pid/2,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
3,https://epetitions.brisbane.qld.gov.au/petition/view/pid/3,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
4,https://epetitions.brisbane.qld.gov.au/petition/view/pid/4,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
5,https://epetitions.brisbane.qld.gov.au/petition/view/pid/5,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
6,https://epetitions.brisbane.qld.gov.au/petition/view/pid/6,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
7,https://epetitions.brisbane.qld.gov.au/petition/view/pid/7,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
8,https://epetitions.brisbane.qld.gov.au/petition/view/pid/8,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
9,https://epetitions.brisbane.qld.gov.au/petition/view/pid/9,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
10,https://epetitions.brisbane.qld.gov.au/petition/view/pid/10,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
11,https://epetitions.brisbane.qld.gov.au/petition/view/pid/11,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
12,https://epetitions.brisbane.qld.gov.au/petition/view/pid/12,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
13,https://epetitions.brisbane.qld.gov.au/petition/view/pid/13,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
14,https://epetitions.brisbane.qld.gov.au/petition/view/pid/14,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
15,https://epetitions.brisbane.qld.gov.au/petition/view/pid/15,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
16,https://epetitions.brisbane.qld.gov.au/petition/view/pid/16,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
17,https://epetitions.brisbane.qld.gov.au/petition/view/pid/17,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
18,https://epetitions.brisbane.qld.gov.au/petition/view/pid/18,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
19,https://epetitions.brisbane.qld.gov.au/petition/view/pid/19,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
20,https://epetitions.brisbane.qld.gov.au/petition/view/pid/20,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
21,https://epetitions.brisbane.qld.gov.au/petition/view/pid/21,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
22,https://epetitions.brisbane.qld.gov.au/petition/view/pid/22,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
23,https://epetitions.brisbane.qld.gov.au/petition/view/pid/23,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
24,https://epetitions.brisbane.qld.gov.au/petition/view/pid/24,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
25,https://epetitions.brisbane.qld.gov.au/petition/view/pid/25,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
26,https://epetitions.brisbane.qld.gov.au/petition/view/pid/26,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
27,https://epetitions.brisbane.qld.gov.au/petition/view/pid/27,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
28,https://epetitions.brisbane.qld.gov.au/petition/view/pid/28,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
29,https://epetitions.brisbane.qld.gov.au/petition/view/pid/29,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
30,https://epetitions.brisbane.qld.gov.au/petition/view/pid/30,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
31,https://epetitions.brisbane.qld.gov.au/petition/view/pid/31,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
32,https://epetitions.brisbane.qld.gov.au/petition/view/pid/32,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
33,https://epetitions.brisbane.qld.gov.au/petition/view/pid/33,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
34,https://epetitions.brisbane.qld.gov.au/petition/view/pid/34,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
35,https://epetitions.brisbane.qld.gov.au/petition/view/pid/35,Petitions,,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Petitions,
36,https://epetitions.brisbane.qld.gov.au/petition/view/pid/36,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
37,https://epetitions.brisbane.qld.gov.au/petition/view/pid/37,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
38,https://epetitions.brisbane.qld.gov.au/petition/view/pid/38,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
39,https://epetitions.brisbane.qld.gov.au/petition/view/pid/39,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
40,https://epetitions.brisbane.qld.gov.au/petition/view/pid/40,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
41,https://epetitions.brisbane.qld.gov.au/petition/view/pid/41,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
42,https://epetitions.brisbane.qld.gov.au/petition/view/pid/42,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
43,https://epetitions.brisbane.qld.gov.au/petition/view/pid/43,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
44,https://epetitions.brisbane.qld.gov.au/petition/view/pid/44,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
45,https://epetitions.brisbane.qld.gov.au/petition/view/pid/45,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
46,https://epetitions.brisbane.qld.gov.au/petition/view/pid/46,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
47,https://epetitions.brisbane.qld.gov.au/petition/view/pid/47,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
48,https://epetitions.brisbane.qld.gov.au/petition/view/pid/48,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
49,https://epetitions.brisbane.qld.gov.au/petition/view/pid/49,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
50,https://epetitions.brisbane.qld.gov.au/petition/view/pid/50,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
51,https://epetitions.brisbane.qld.gov.au/petition/view/pid/51,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
52,https://epetitions.brisbane.qld.gov.au/petition/view/pid/52,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
53,https://epetitions.brisbane.qld.gov.au/petition/view/pid/53,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
54,https://epetitions.brisbane.qld.gov.au/petition/view/pid/54,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
55,https://epetitions.brisbane.qld.gov.au/petition/view/pid/55,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
56,https://epetitions.brisbane.qld.gov.au/petition/view/pid/56,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
57,https://epetitions.brisbane.qld.gov.au/petition/view/pid/57,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
58,https://epetitions.brisbane.qld.gov.au/petition/view/pid/58,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
59,https://epetitions.brisbane.qld.gov.au/petition/view/pid/59,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
60,https://epetitions.brisbane.qld.gov.au/petition/view/pid/60,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
61,https://epetitions.brisbane.qld.gov.au/petition/view/pid/61,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
62,https://epetitions.brisbane.qld.gov.au/petition/view/pid/62,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
63,https://epetitions.brisbane.qld.gov.au/petition/view/pid/63,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
64,https://epetitions.brisbane.qld.gov.au/petition/view/pid/64,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
65,https://epetitions.brisbane.qld.gov.au/petition/view/pid/65,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
66,https://epetitions.brisbane.qld.gov.au/petition/view/pid/66,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
67,https://epetitions.brisbane.qld.gov.au/petition/view/pid/67,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
68,https://epetitions.brisbane.qld.gov.au/petition/view/pid/68,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
69,https://epetitions.brisbane.qld.gov.au/petition/view/pid/69,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
70,https://epetitions.brisbane.qld.gov.au/petition/view/pid/70,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
71,https://epetitions.brisbane.qld.gov.au/petition/view/pid/71,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
72,https://epetitions.brisbane.qld.gov.au/petition/view/pid/72,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
73,https://epetitions.brisbane.qld.gov.au/petition/view/pid/73,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
74,https://epetitions.brisbane.qld.gov.au/petition/view/pid/74,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
75,https://epetitions.brisbane.qld.gov.au/petition/view/pid/75,Funding of Kangaroo Point Riverwalk in 2013-14 Budget,Helen Abrahams,Woolloongabba,"Wed, 01 May 2013",112,closed,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,"Residents draw to the attention of the Lord Mayor that most of the river bank land for the boardwalk has been acquired through development approvals and the demand for a safe bike route and a direct pedestrian pathway is increasing. Your petitioners call on the Lord Mayor to fund the missing link of Riverwalk from Mowbray Park, East Brisbane, to Cairns Street, Kangaroo Point, in the 2013-14 Budget",
76,https://epetitions.brisbane.qld.gov.au/petition/view/pid/76,"Funding of Traffic Lights at the Norman and Vulture Streets intersection, East Brisbane, in 2013-14 Budget",Helen Abrahams,Woolloongabba,"Wed, 01 May 2013",3,closed,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"Residents draw to the Lord Mayor's attention that currently it is almost impossible to cross Vulture Street after dismounting from the bus in the three hour afternoon peak hour traffic. Young families and elderly pedestrians do not even try. Your petitioners call on the Lord Mayor to fund traffic lights at the Norman Street and Vulture Street intersection, East Brisbane in the 2013-14 Budget to al",
77,https://epetitions.brisbane.qld.gov.au/petition/view/pid/77,"Funding of the West End Riverside Parkland Master Plan including the closure of Riverside Drive from Victoria Street to Davies Park, in 2013-14 Budget",Helen Abrahams,Woolloongabba,"Wed, 01 May 2013",5,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Residents draw to the attention of the Lord Mayor that improvements proposed in the West End Riverside Parkland Master Plan, including the closure of Riverside Drive from Victoria Street to Davies Park, have not yet been implemented. We, the epetitioners below, call on the Lord Mayor to fund, in the 2013-14 Budget, the improvements proposed in the West End Riverside Parkland Master Plan, including",Your petition has been investigated and it was considered by Council at its meeting held on 3 September 2013. It was decided that the petitioners be advised of the information below. It is important that any improvements that are undertaken in the West End Riverside Parklands and Davies Park are pla
78,https://epetitions.brisbane.qld.gov.au/petition/view/pid/78,"Funding of footpaths and traffic islands at Stanley Street East and Cavendish Road intersection, Coorparoo, in 2013-14 Budget",Helen Abrahams,Woolloongabba,"Wed, 01 May 2013",4,closed,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"Residents draw to the attention of the Lord Mayor the danger and safety issues at the Stanley Street East and Cavendish Road intersection, Coorparoo where high school students cross. We, the epetitioners below, call on the Lord Mayor to allocate funds in the 2013-14 Budget to upgrade the footpath and traffic islands at Stanley Street East and Cavendish Road intersection, Coorparoo , to improve saf",
79,https://epetitions.brisbane.qld.gov.au/petition/view/pid/79,OBJECTING TO THE FIRST SLICING AND DICING OF BRISBANE’S SUBURBS,Milton Dick,Inala,"Mon, 01 Jul 2013",399,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,"To the Right Honorable Lord Mayor and Councillors of the City of Brisbane. We the undersigned residents of Brisbane call on Lord Mayor Graham Quirk to withdraw his plans to: allow for the sub-division of 24 perch ( 607m2 ) housing blocks in Brisbane’s low density areas, reduce minimum block width to just 7.5 metres, allow for suburban homes to be built to 9.5m on non-flood affected land and reduce",
80,https://epetitions.brisbane.qld.gov.au/petition/view/pid/80,OBJECTING TO THE REMOVAL OF OUR RIGHT TO KNOW ABOUT DEVELOPMENT APPLICATIONS IN RESIDENTIAL AREAS,Milton Dick,Inala,"Mon, 01 Jul 2013",370,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,"To the Right Honourable Lord Mayor and Councillors of the City of Brisbane. We the undersigned residents of Brisbane call on Lord Mayor Graham Quirk to withdraw his plans to allow code assessable development applications for an increased number of development application types, particularly those infill developments in low density and character residential areas. We deserve the right to know if ou",
81,https://epetitions.brisbane.qld.gov.au/petition/view/pid/81,MORE OFF STREET CARPARKS FOR NEW DEVELOPMENTS IN LOW-MEDIUM DENSITY AREAS,Milton Dick,Inala,"Mon, 01 Jul 2013",335,closed,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,To the Right Honourable Lord Mayor and Councillors of the City of Brisbane. We the undersigned residents of Brisbane call on Lord Mayor Graham Quirk to review the current and proposed requirements for the provision of car parking in unit development in low-medium density areas ( LMR Area Classification) in the draft new City Plan 2012. Council’s current requirements for car parking in these unit d,
82,https://epetitions.brisbane.qld.gov.au/petition/view/pid/82,MORE OFF STREET CARPARKS FOR NEW DEVELOPMENTS IN HIGH DENSITY AREAS,Milton Dick,Inala,"Mon, 01 Jul 2013",67,closed,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,To the Right Honourable Lord Mayor and Councillors of the City of Brisbane. We the undersigned residents of Brisbane call on Lord Mayor Graham Quirk to review the current and proposed requirements for the provision of car parking in unit development in high density areas. Council’s current requirements for car parking in these unit developments are not sufficient to cater for the needs of resident,
83,https://epetitions.brisbane.qld.gov.au/petition/view/pid/83,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
84,https://epetitions.brisbane.qld.gov.au/petition/view/pid/84,"Call for more frequent, evening and weekend",Shayne Sutton,Bulimba,"Wed, 15 May 2013",10,closed,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"Call for more frequent, evening and weekend bus services to Bulimba and surrounding suburbs. We the undersigned support Councillor Shayne Sutton’s call for Council to actively lobby the State Government to fund more frequent, evening and weekend bus services to Bulimba and surrounding suburbs. Petitions",
85,https://epetitions.brisbane.qld.gov.au/petition/view/pid/85,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
86,https://epetitions.brisbane.qld.gov.au/petition/view/pid/86,Keep Quiet Signage for Cyclists,Nicole Johnston,Fairfield,"Fri, 19 Apr 2013",190,closed,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Numerous residents have requested that the Lord Mayor honour his election commitment to install 'keep quiet' signage on streets popular with early morning cyclists. I support this initiative and note that signs are in place already in Jamboree Ward. Dear Brisbane City Councillors We the undersigned, call on Brisbane City Council to urgently install 'keep quiet' signage at the following locations t",Your petition has been investigated and was considered by Council’s Civic Cabinet at the meeting held on 23 September 2013. It was decided that the petitioners be advised of the information below. Installation of signs is not funded from allocations for bikeway design and construction when not assoc
87,https://epetitions.brisbane.qld.gov.au/petition/view/pid/87,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
88,https://epetitions.brisbane.qld.gov.au/petition/view/pid/88,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
89,https://epetitions.brisbane.qld.gov.au/petition/view/pid/89,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
90,https://epetitions.brisbane.qld.gov.au/petition/view/pid/90,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
91,https://epetitions.brisbane.qld.gov.au/petition/view/pid/91,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
92,https://epetitions.brisbane.qld.gov.au/petition/view/pid/92,Naming of 'Banyo Memorial Bandstand',Ms Leanne Linard,Nudgee,"Fri, 24 May 2013",28,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Official naming of the ' Banyo Memorial Bandstand'. The Banyo Memorial Hall in Royal Parade Banyo was demolished in 1998, with the land subsequently being sold. The State Government held the proceeds of the sale in trust for a future public facility in Banyo . Those funds were recently used to construct a community bandstand in the nearby Banyo Memorial Park. Petitioners therefore request Council ",
93,https://epetitions.brisbane.qld.gov.au/petition/view/pid/93,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
94,https://epetitions.brisbane.qld.gov.au/petition/view/pid/94,ePetition Title,Closing Date,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
95,https://epetitions.brisbane.qld.gov.au/petition/view/pid/95,Save Darra Community Centre,Emelie Watson,Darra,"Mon, 24 Feb 2014",76,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Residents draw to the attention of the Lord Mayor and Councillors of the Brisbane City Council that the private owner of the Darra Community Centre site has proposed to sell or develop the site into residential properties. There is limited access to similar community facilities in our local area and the loss of the Darra Community Hall and Centre would mean community groups would no longer have a ,Your petition has been investigated and it was considered by Council at its meeting held on 18 February 2014. It was decided that the petitioners be advised of the information below. Council has carefully considered your petition. As the property is contained within an overland flow path that was co
96,https://epetitions.brisbane.qld.gov.au/petition/view/pid/96,No Smoking at Carindale Bus Station,Jason Dabelstein,Carindale,"Fri, 07 Jun 2013",112,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Currently at Carindale Bus Station, there are no restrictions on smoking. This means that smokers are able to smoke sitting down on the benches or standing up anywhere within the station. This is particularly annoying for the proportion of the general public using the bus station who do not smoke. Meaning that they are involuntarily subject to secondhand smoke. Although some smokers are quite cons",
97,https://epetitions.brisbane.qld.gov.au/petition/view/pid/97,"Naming of the green at Frew Park, Milton",Peter Rasey,Balmoral,"Sun, 25 Aug 2013",5,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Brisbane born and raised, Wendy Turnbull , affectionately known as the “Rabbit” because of her court speed, enjoyed success on the WTA ( Women's Tennis Association) Tour as both a singles and doubles player. She reached the final of three Grand Slam Singles Championships and held a spot among the Top 10 singles players in the world from 1977-1985, peaking at No 3. At the 1977 US Open and 1979 Fren",
98,https://epetitions.brisbane.qld.gov.au/petition/view/pid/98,Install lights for Fairfield Road Dog off-Leash area,Judith Clarkin,Annerley,"Sun, 26 May 2013",40,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,"Residents draw to the attention of Council a request to upgrade the existing off-leash area at Fairfield Park, Cameron Street, Fairfield. The park is very popular with local dog owners, however during autumn and winter months most dog owners are unable to use the park after work, due to a complete lack of lighting in the off-leash area. Due to the number of large trees, current street lighting and",Your petition has been investigated and it was considered by Council at its meeting held on 3 September 2013. It was decided that the petitioners be advised of the information below. The provision of lighting is considered to be consistent with items already installed in other dog off-leash faciliti
99,https://epetitions.brisbane.qld.gov.au/petition/view/pid/99,Playground for Boondall Park,Victoria Newton,Sandgate,"Mon, 01 Jul 2013",27,closed,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Residents draw to the attention of the Lord Mayor and Brisbane City Council the increasing numbers of families in the Boondall area. While there are some facilities in Boondall Park, Muller Road, Boondall , there is no playground for local families to walk or ride to. Your petitioners therefore request funding be allocated to build a playground for local families. Petitions",
100,https://epetitions.brisbane.qld.gov.au/petition/view/pid/100,No Future Growth Zone,Nicole Johnston,Fairfield,"Mon, 29 Jul 2013",170,closed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"This petition calls on Council to change aspects of the new City Plan, which is currently out for public consultation. Residents are concerned that growth without adequate infrastructure will diminish the traditional tin and timber suburban areas and put adverse pressure on community infrastructure and facilities. We, the undersigned, call on Brisbane City Council to remove Annerley , Fairfield, Y",
101,https://epetitions.brisbane.qld.gov.au/petition/view/pid/101,Pedestrian/cycle bridge  for Bulimba/Teneriffe,Sarah McDermott,Bulimba,"Mon, 29 Jul 2013",105,closed,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"Council's City Plan 2013 has identified a number of possible pedestrian and cycle bridges for future investigation, one of which is connecting Bulimba to Teneriffe, however no detail has been provided. Bulimba/Hawthorne is in desperate need of a pedestrian/cycle bridge between Bulimba and Teneriffe. A pedestrian bridge would not only connect Hawthorne, Bulimba, Balmoral and surrounding areas to th",
102,https://epetitions.brisbane.qld.gov.au/petition/view/pid/102,Improvements to road safety around Graceville State School,Jo Richards,Graceville,"Mon, 23 Sep 2013",262,closed,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,"Residents due Council’s attention for the need to make further road and pedestrian safety improvements around Graceville State School. The school student population currently is 775 students, and this is expected to grow to around 900 in the next few years. The School is currently participating in Council’s active school travel program, and was part of the inaugural program about a decade ago. Act",
103,https://epetitions.brisbane.qld.gov.au/petition/view/pid/103,Install lights along the Coorparoo/Norman Park bike path for safety,Robyn Pryor,Norman Park,"Sat, 28 Sep 2013",26,closed,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,"Lights are required along the bike path along The Common in Coorparoo and Griffin Park in Norman Park as there is little to no lighting, posing risks towards the safety of cyclists, walkers/runners and animals in the area. As a daily cyclist using the bike path for commuting, I have personally had near misses with runners in the dark who are not visible until in close range. I have also felt insec",
104,https://epetitions.brisbane.qld.gov.au/petition/view/pid/104,Opposition to CDB rates for business in City Frame,Helen Abrahams,Woolloongabba,"Wed, 31 Jul 2013",5,closed,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,We call on the Lord Mayor to reverse his decision to rate businesses in the City Frame as if they were CBD properties. Many of our businesses are small family enterprises with lean profit margins and we are just surviving the economic downturn and the impact of parking meters. A rate increase of 5 p er cent and the loss of the early payment discount will seriously affect our economic viability. Ou,
105,https://epetitions.brisbane.qld.gov.au/petition/view/pid/105,Paying for residential parking permits,Helen Abrahams,Dutton Park,"Wed, 31 Jul 2013",163,closed,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,The Lord Mayor has budgeted $50 million in revenue from parking meters and parking fines. The parking meters are located in residential traffic areas and so the new charge for residential parking permits is simply another revenue grab from the same inner city suburbs. We have enough trouble finding parking spaces outside our properties without paying $10-$25 per year do so. This charge is inequita,
106,https://epetitions.brisbane.qld.gov.au/petition/view/pid/106,Citizens against rogue developments,Owen Connor,New Farm,"Wed, 31 Jul 2013",3,closed,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"Residents draw to the attention of the Lord Mayor and Council, that developments in the Brisbane area are being carried out by developers without proper safety laws being adhered to. Your petitioners therefore request that Council and all concerned take note that all safety concerns need to be attended to by Council, and developers need to pay the price for cutting around and through laws and regu",
